"pdfNumber","pdfQuestion","similarity","packId","packQuestion","pdfAnswer","packAnswer","conflictType","conflictReason"
"30","El funcionamiento del motor implica un consumo de carburante que es función de las resistencias que debe vencer el vehículo. ¿Cuál de los siguientes factores no está directamente relacionado con estas resistencias?","1","q_0258eb1c","El funcionamiento del motor implica un consumo de carburante que es función de las resistencias que debe vencer el vehículo. ¿Cuál de los siguientes factores no está directamente relacionado con estas resistencias?","El tipo de material empleado en el motor.","La energía potencial motivada por la altura.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"31","El funcionamiento del motor implica un consumo de carburante que es función de las resistencias que debe vencer el vehículo. ¿Cuál de los siguientes factores no está directamente relacionado con estas resistencias?","1","q_0258eb1c","El funcionamiento del motor implica un consumo de carburante que es función de las resistencias que debe vencer el vehículo. ¿Cuál de los siguientes factores no está directamente relacionado con estas resistencias?","El color del material empleado en el motor.","La energía potencial motivada por la altura.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"42","Señale la afirmación falsa.","1","q_4e417a7f","Señale la afirmación falsa.","menor presión de inflado de los neumáticos, menor consumo de carburante.","La distancia de frenado con los frenos de tambor es menor que con los frenos de disco.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"43","Señale la respuesta correcta.","1","q_49541694","Señale la respuesta correcta.","El cambio del filtro del aire favorece el ahorro de carburante.","La declaración amistosa de accidente determina la responsabilidad del siniestro.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"44","Señale la respuesta correcta.","1","q_49541694","Señale la respuesta correcta.","El cambio de aceite favorece el ahorro de carburante.","La declaración amistosa de accidente determina la responsabilidad del siniestro.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"58","Cuando la presión de un neumático es inferior a la establecida por el fabricante, ¿cuál de las siguientes respuestas es falsa?","0.8231","q_13de4807","Cuando la presión de un neumático es superior a la establecida por el fabricante, ¿cuál de las siguientes afirmaciones es incorrecta?","Disminuye la cantidad de carburante necesaria para mover el vehículo.","Los neumáticos duran más.","NEEDS_REVIEW","q_sim=0.8231_ans_sim=0.21"
"61","¿Cuál de las siguientes técnicas indicadas es más correcta para optimizar el consumo de carburante?","1","q_e29a6f5b","¿Cuál de las siguientes técnicas indicadas es más correcta para optimizar el consumo de carburante?","Evitar la práctica de una conducción basada en continuas aceleraciones.","Acelerar muy rápidamente para obtener una velocidad de crucero económica.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"62","¿Cuál de las siguientes técnicas indicadas es más correcta para optimizar el consumo de carburante?","1","q_e29a6f5b","¿Cuál de las siguientes técnicas indicadas es más correcta para optimizar el consumo de carburante?","Al arrancar en frío, conducir con mucha suavidad.","Acelerar muy rápidamente para obtener una velocidad de crucero económica.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"72","¿Qué factor no influye en el consumo de carburante de un vehículo?","0.8615","q_9c489841","¿Qué factor no influye en el consumo de carburante de un automóvil?","El grado de concentración de anticongelante en el líquido refrigerante.","El octanaje del gasóleo.","WRONG_MATCH_VARIANT","packId_shared_by_8_pdf_questions"
"73","¿Qué factor no influye en el consumo de carburante de un vehículo pesado?","0.8169","q_9c489841","¿Qué factor no influye en el consumo de carburante de un automóvil?","El tipo de ralentizador que monte el vehículo.","El octanaje del gasóleo.","WRONG_MATCH_VARIANT","packId_shared_by_8_pdf_questions"
"74","En el consumo de carburante de un vehículo no influye:","0.8333","q_554d217d","En el consumo de carburante de un automóvil no influye:","la situación del volante de inercia.","la situación de las ruedas motrices.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"75","¿Qué factor no tiene influencia en el consumo de carburante?","1","q_2e06ad4a","¿Qué factor no tiene influencia en el consumo de carburante?","La situación del dámper.","Los elementos de seguridad pasiva que monte el vehículo.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"76","¿Qué factor no influye en el consumo de carburante de un vehículo?","0.8615","q_9c489841","¿Qué factor no influye en el consumo de carburante de un automóvil?","La capacidad de la batería.","El octanaje del gasóleo.","WRONG_MATCH_VARIANT","packId_shared_by_8_pdf_questions"
"77","¿Qué factor no influye en el consumo de carburante de un vehículo?","0.8615","q_9c489841","¿Qué factor no influye en el consumo de carburante de un automóvil?","El tipo de batería: con o sin mantenimiento.","El octanaje del gasóleo.","WRONG_MATCH_VARIANT","packId_shared_by_8_pdf_questions"
"78","En el consumo de carburante de un automóvil no influye:","1","q_554d217d","En el consumo de carburante de un automóvil no influye:","El tipo de generador de corriente.","la situación de las ruedas motrices.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"79","¿Qué factor no tiene influencia en el consumo de carburante?","1","q_2e06ad4a","¿Qué factor no tiene influencia en el consumo de carburante?","El tipo de ventilación del cárter: abierta o cerrada.","Los elementos de seguridad pasiva que monte el vehículo.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"80","¿Qué factor no influye en el consumo de carburante de un vehículo?","0.8615","q_9c489841","¿Qué factor no influye en el consumo de carburante de un automóvil?","El tipo de sistema de frenado: hidráulico o neumático.","El octanaje del gasóleo.","WRONG_MATCH_VARIANT","packId_shared_by_8_pdf_questions"
"82","¿Qué afecta al consumo de carburante de un vehículo?","0.8235","q_7aa17e0f","¿Qué afecta al consumo de carburante de un automóvil?","El mantenimiento del vehículo, el tipo de conducción que realice el conductor y la relación de marchas seleccionada en la caja de velocidades.","El mantenimiento del vehículo, las revoluciones por minuto del motor y la aerodinámica del vehículo.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"83","¿Qué afecta al consumo de carburante de un vehículo?","0.8235","q_7aa17e0f","¿Qué afecta al consumo de carburante de un automóvil?","El mantenimiento del vehículo, el tipo de conducción que realice el conductor y el estado en el que se encuentre el filtro del aire del sistema de alimentación.","El mantenimiento del vehículo, las revoluciones por minuto del motor y la aerodinámica del vehículo.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"130","Señale la afirmación correcta.","1","q_b5e27eaa","Señale la afirmación correcta.","Cuanto mayor sea el número de marchas de una caja de velocidades, menor podrá ser su consumo.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"145","¿Qué influye en el consumo de carburante de un vehículo pesado?","1","q_473ed3e9","¿Qué influye en el consumo de carburante de un vehículo pesado?","El mantenimiento del vehículo.","El mantenimiento del vehículo, la presión de los neumáticos y las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_12_pdf_questions"
"146","¿Qué influye en el consumo de carburante de un vehículo pesado?","1","q_473ed3e9","¿Qué influye en el consumo de carburante de un vehículo pesado?","La presión de los neumáticos.","El mantenimiento del vehículo, la presión de los neumáticos y las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_12_pdf_questions"
"147","¿Qué influye en el consumo de carburante de un vehículo pesado?","1","q_473ed3e9","¿Qué influye en el consumo de carburante de un vehículo pesado?","La aerodinámica del vehículo.","El mantenimiento del vehículo, la presión de los neumáticos y las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_12_pdf_questions"
"148","¿Qué influye en el consumo de carburante de un vehículo pesado?","1","q_473ed3e9","¿Qué influye en el consumo de carburante de un vehículo pesado?","El estado en el que se encuentre el filtro del aire.","El mantenimiento del vehículo, la presión de los neumáticos y las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_12_pdf_questions"
"149","¿Qué influye en el consumo de carburante de un vehículo pesado?","1","q_473ed3e9","¿Qué influye en el consumo de carburante de un vehículo pesado?","El tipo de conducción que realice el conductor.","El mantenimiento del vehículo, la presión de los neumáticos y las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_12_pdf_questions"
"150","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","1","q_704a02e6","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","del mantenimiento del vehículo, la posición del pedal del acelerador y las revoluciones por minuto del motor.","de la relación de marchas seleccionada en la caja de velocidades y el estado en el que se encuentre el filtro del aire del sistema de alimentación.","WRONG_MATCH_VARIANT","packId_shared_by_10_pdf_questions"
"151","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","1","q_704a02e6","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","del mantenimiento del vehículo, la posición del pedal del acelerador y la relación de marchas seleccionada en la caja de velocidades.","de la relación de marchas seleccionada en la caja de velocidades y el estado en el que se encuentre el filtro del aire del sistema de alimentación.","WRONG_MATCH_VARIANT","packId_shared_by_10_pdf_questions"
"152","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","1","q_704a02e6","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","del mantenimiento del vehículo, la posición del pedal del acelerador y la aerodinámica del vehículo.","de la relación de marchas seleccionada en la caja de velocidades y el estado en el que se encuentre el filtro del aire del sistema de alimentación.","WRONG_MATCH_VARIANT","packId_shared_by_10_pdf_questions"
"153","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","1","q_704a02e6","El mayor o menor consumo de carburante de un vehículo pesado depende de varios factores, entre otros:","del mantenimiento del vehículo, la posición del pedal del acelerador y el estado en el que se encuentre el filtro del aire.","de la relación de marchas seleccionada en la caja de velocidades y el estado en el que se encuentre el filtro del aire del sistema de alimentación.","WRONG_MATCH_VARIANT","packId_shared_by_10_pdf_questions"
"165","Si se conduce un vehículo pesado y con el motor funcionando a la temperatura adecuada, se debe saber que el consumo de carburante depende, entre otros factores:","1","q_fb99ebf7","Si se conduce un vehículo pesado y con el motor funcionando a la temperatura adecuada, se debe saber que el consumo de carburante depende, entre otros factores,:","de la velocidad a la que se circule.","de las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"166","Conduciendo un vehículo pesado y con el motor funcionando a la temperatura adecuada, el consumo de carburante depende, entre otros factores:","1","q_46d9040e","Conduciendo un vehículo pesado y con el motor funcionando a la temperatura adecuada, el consumo de carburante depende, entre otros factores,:","de la masa del vehículo.","de la posición del pedal del acelerador.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"167","Si se conduce un vehículo pesado y con el motor funcionando a la temperatura adecuada, se debe saber que el consumo de carburante depende, entre otros factores:","1","q_fb99ebf7","Si se conduce un vehículo pesado y con el motor funcionando a la temperatura adecuada, se debe saber que el consumo de carburante depende, entre otros factores,:","del perfil de la carretera.","de las revoluciones por minuto del motor.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"168","Conduciendo un vehículo pesado y con el motor funcionando a la temperatura adecuada, el consumo de carburante depende, entre otros factores:","1","q_46d9040e","Conduciendo un vehículo pesado y con el motor funcionando a la temperatura adecuada, el consumo de carburante depende, entre otros factores,:","del estilo de conducción.","de la posición del pedal del acelerador.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
