"pdfNumber","pdfQuestion","pdfAnswer","packId","packQuestion","packCorrect","similarity"
"93","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","Cuando existe el peligro inminente de un choque.","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","El vehículo se ha incendiado o existe la amenaza de un incendio.","0.9306"
"98","Ante una situación de emergencia, ¿cuál debería ser uno de los criterios de actuación del conductor?","• Siempre se debe conservar la calma. • Las actuaciones deben tener como primer objetivo la preservación de la seguridad de todas aquellas personas que puedan verse afectadas (pasajeros, resto de usuarios de la vía...). • Las actuaciones no pueden incrementar el desconcierto y la angustia de los afectados. • Todas las respuestas anteriores son correctas.","q_84097f93","Ante una situación de emergencia, ¿cuál debería ser uno de los objetivos principales de las actuaciones del conductor?","Siempre se debe conservar la calma.","0.8"
"99","Ante una situación de emergencia, ¿cuál no debería ser uno de los objetivos prioritarios de las actuaciones del conductor?","La preservación del vehículo y de la carga.","q_84097f93","Ante una situación de emergencia, ¿cuál debería ser uno de los objetivos principales de las actuaciones del conductor?","Siempre se debe conservar la calma.","0.9244"
"105","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo?","• Proteger y señalizar el lugar. • Asegurar el vehículo aplicando el freno de estacionamiento. • Las respuestas B y C son correctas.","q_93c2a6a7","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo de transportes?","Rellenar el parte de evacuación.","0.8315"
"106","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo?","• Activar las luces de peligro y/o advertencia. • Avisar a los servicios de auxilio. • Las respuestas A y C son correctas.","q_93c2a6a7","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo de transportes?","Rellenar el parte de evacuación.","0.8315"
"113","¿Qué actuación debe realizarse preferentemente en caso de evacuación de un autobús?","• Curar a los heridos si estos lo necesitaran. • Impedir que los pasajeros salgan del vehículo hasta que se avise al servicio de auxilio. • Sacar todas las pertenencias de los pasajeros para evitar problemas legales. • Todas las respuestas anteriores son incorrectas.","q_04e0cec4","¿Qué actuación debe realizarse preferentemente en caso de evacuación de un vehículo de transportes?","Asegurar el vehículo quitando la llave de encendido.","0.8041"
"131","Para solucionar un incendio en una rueda con un extintor portátil de polvo, ¿qué debemos hacer?","• Atacar el incendio al comienzo del mismo. • Aplicar el extintor hasta que se apague la llama. • Extremar la precaución por la posibilidad de que reviente. • Todas las respuestas anteriores son correctas.","q_3dc2e4e2","Para solucionar un incendio en una rueda con un extintor portátil de polvo, ¿qué debemos hacer?","Tomar el incendio al comienzo del mismo.","1"
"133","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","Accionar la luz de emergencia.","q_93ef6ea1","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","Poner los triángulos de preseñalización de peligro mientras esperamos la oportuna ayuda.","1"
"134","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","Detener el vehículo a la derecha, fuera de la calzada y del arcén si fuera posible.","q_93ef6ea1","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","Poner los triángulos de preseñalización de peligro mientras esperamos la oportuna ayuda.","1"
"136","Al abrir las puertas del autobús en una situación de incendio en su parte exterior, ¿qué pautas se deben seguir?","• Si el incendio es en el lado izquierdo, abrir las dos puertas. • Si el incendio es en el lado derecho, abrir solo la que esté más alejada del fuego. • Las respuestas A y C son correctas.","q_03d7a7ed","Al abrir las puertas del autobús en una situación de incendio en su parte exterior, ¿qué pautas se deben seguir?","Si el incendio es en el lado izquierdo, abrir las dos puertas.","1"
"141","¿Cuál es el propósito principal de la declaración amistosa de accidentes?","Indemnizar en el menor tiempo posible a los perjudicados.","q_3a8c925f","¿Cuál es el propósito principal de la declaración amistosa de accidentes?","Aumentar la recaudación de impuestos.","1"
"142","¿Qué datos deben figurar en la declaración amistosa de accidente?","• Vehículos implicados. • Conductores que intervienen. • Lugar del accidente. • Todas las respuestas anteriores son correctas.","q_75d40c66","¿Qué datos deben figurar en la declaración amistosa de accidente?","Vehículos implicados.","1"
"143","Señale la afirmación correcta:","• La declaración amistosa de accidente determina la responsabilidad del siniestro. • La declaración amistosa de accidente es vinculante para las entidades aseguradoras en cuanto a la indemnización de los daños materiales. • La declaración amistosa de accidente agiliza el pago de indemnizaciones derivadas de un siniestro. • Todas las respuestas anteriores son correctas.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"144","Señale la afirmación incorrecta:","La declaración amistosa de accidente consigue mayores indemnizaciones.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"145","Señale la afirmación incorrecta:","La declaración amistosa de accidente hace que disminuya el consumo de los vehículos.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"146","Señale la afirmación incorrecta:","La declaración amistosa de accidente hace que disminuya el número de siniestros de vehículos.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"147","Señale la afirmación incorrecta:","La declaración amistosa de accidente hace que disminuyan los atascos de tráfico.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"148","Señale la afirmación incorrecta:","Según la Ley de Contrato de Seguro, el plazo máximo para que el tomador comunique al asegurador el acaecimiento de un siniestro es de 20 días.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"149","Señale la afirmación incorrecta:","La declaración amistosa de accidente debe ser presentada por un agente del orden.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"150","Señale la afirmación incorrecta:","La declaración amistosa de accidente debe ser firmada por un agente del orden.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"151","Señale la afirmación incorrecta:","La declaración amistosa de accidente consigue mayores indemnizaciones.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"152","Señale la afirmación incorrecta:","La declaración amistosa de accidente hace que disminuya el consumo de los vehículos.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"153","Señale la afirmación incorrecta:","La declaración amistosa de accidente hace que disminuya el número de siniestros de vehículos.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"155","En los accidentes de tráfico, ¿cuál es el momento en el que hay más porcentaje de muertes según las estadísticas?","En la primera hora siguiente al accidente.","q_fe1ec018","En los accidentes, ¿cuál es el momento en el que hay más porcentaje de muertes según las estadísticas?","En las 2 próximas horas.","0.9"
"161","Señale la afirmación incorrecta:","La declaración amistosa de accidente es válida aunque no se tenga suscrito el seguro de responsabilidad civil obligatorio.","q_9cd2207a","Señale la afirmación incorrecta.","La anchura forma parte de la identificación de la llanta.","1"
"162","Señale la afirmación correcta:","• En el impreso de la declaración amistosa de accidente es imprescindible hacer constar siempre la fecha y la hora del accidente. • En el impreso de la declaración amistosa de accidente deben indicarse y verificarse, respectivamente, los datos de los asegurados correspondientes a los vehículos implicados. • Al cumplimentar una declaración amistosa de accidente, en caso de accidente con un conductor extranjero, hay que pedirle la Carta Verde o Certificado Internacional de Seguro. • Todas las respuestas anteriores son correctas.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"165","Señale la afirmación correcta:","• Según la Ley de Contrato de Seguro, el plazo máximo para que el tomador comunique al asegurador el acaecimiento de un siniestro es de 20 días. • La declaración amistosa de accidentes debe ser entregada por un agente del orden. • La declaración amistosa de accidentes debe ser firmada por un agente del orden. • Todas las respuestas anteriores son incorrectas.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"166","Señale la afirmación correcta:","Es fundamental que la declaración amistosa de accidente esté firmada por ambos conductores.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"167","Señale la afirmación correcta:","La utilización de la declaración amistosa reduce el plazo para el pago de las reparaciones.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"179","¿Cuántos extintores debe llevar obligatoriamente un vehículo autotaxi de 7 plazas, incluido el conductor?","Ninguno.","q_51f1b232","¿Cuántos extintores debe llevar obligatoriamente un vehículo auto-taxi de menos de nueve plazas, incluido el conductor?","Uno.","0.8783"
"209","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, la cobertura del seguro de suscripción obligatoria no alcanzará a los daños materiales ocasionados a:","los bienes de los que sea titular el propietario del vehículo causante del accidente.","q_3b640446","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, la cobertura del seguro de suscripción obligatoria no alcanzará a los daños materiales  ocasionados a:","las mercancías transportadas en régimen de transporte privado particular.","1"
"216","En caso de que haya un motorista accidentado, ¿qué no se debe hacer?","Quitarle el casco.","q_85f7108f","En caso de que haya un motorista accidentado, ¿qué no se debe hacer?","Moverlo en caso de peligro de atropello.","1"
"225","¿Quién tiene la obligación legal de actuar ante un accidente de tráfico?","• Los conductores implicados en el accidente. • Los usuarios de la vía implicados en el accidente. • Los agentes de tráfico. • Todas las respuestas anteriores son correctas.","q_6a7960de","¿Quién tiene la obligación legal de actuar ante un accidente de tráfico?","Los conductores implicados en el accidente.","1"
"231","¿Qué datos se deben obtener en el escenario del accidente?","• Datos de la matrícula. • Datos del permiso de circulación. • Datos de la compañía de seguros. • Todas las respuestas anteriores son correctas.","q_5cf726eb","¿Qué datos se deben obtener en el escenario del accidente?","Tomar datos de la matrícula.","1"
"232","En caso de que el motor de alguno de los vehículos implicados en un accidente continúe en marcha, ¿qué se deberá hacer?","Desconectar inmediatamente el contacto.","q_a0e0bcb6","En caso de que el motor de alguno de los vehículos implicados en un accidente continúe en marcha, ¿qué se deberá hacer?","Desconectar el vehículo sólo cuando llegue la policía.","1"
"238","¿A qué tipo de heridos se recomienda dar de beber agua en pequeños sorbos?","A los que tienen quemaduras graves.","q_9b1607a7","¿A qué tipo de heridos se puede dar de beber agua en pequeños sorbos?","Quemaduras graves.","0.8889"
"274","Señale la afirmación correcta:","La declaración amistosa de accidente agiliza la tramitación y pago de los siniestros.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"275","Señale la afirmación correcta:","• La declaración amistosa de accidente hace que disminuyan los atascos de tráfico. • La declaración amistosa de accidente es válida, aunque no se tenga suscrito el seguro de responsabilidad civil obligatorio. • Según la Ley de Contrato de Seguro, el plazo máximo para que el tomador comunique al asegurador el acaecimiento de un siniestro es de 20 días. • Todas las respuestas anteriores son incorrectas.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"276","Señale la afirmación correcta:","La declaración amistosa de accidente debe ser firmada por los dos conductores implicados.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"280","Señale la afirmación correcta:","• La declaración amistosa de accidentes consigue mayores indemnizaciones. • La declaración amistosa de accidentes hace que disminuya el consumo de los vehículos. • La declaración amistosa de accidentes hace que disminuya el número de siniestros de vehículos. • Todas las afirmaciones anteriores son incorrectas.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"305","En el caso de que se haya producido una avería del autobús y sea necesario un trasbordo:","los pasajeros, en caso de descender del vehículo, permanecerán fuera de la calzada.","q_d064c4ab","En el caso de que se haya producido una avería del autobús y sea necesario un trasbordo :","el conductor permitirá la bajada de los pasajeros mientras intenta solucionar el incidente.","1"
"3","¿Cuál debe de ser la actuación del conductor de una empresa de transportes en las inspecciones llevadas a cabo en carretera?","• Facilitar la inspección del vehículo y sus aparatos de control. • Facilitar la inspección de la carga o pasaje transportado. • Facilitar el examen de los documentos y facturas relacionadas con el transporte. • Todas las respuestas son correctas.","q_d418535e","¿Cuál debe de ser la actuación del conductor de una empresa de transportes en las inspecciones llevadas a cabo en carretera?","Facilitar la inspección del vehículo y sus aparatos de control.","1"
"4","En relación con la atención al cliente, ¿cuál de estas afirmaciones es correcta?","Se debe evitar interrumpir.","q_70e07174","En relación con la atención al cliente, ¿cuál de estas afirmaciones es correcta?","Mientras que se atiende al cliente, se puede uno distraer.","1"
"5","¿Cuál de estas afirmaciones es correcta?","• Son necesarias hojas de registro en el caso de tacógrafo analógico. • Es necesario papel para impresión en el tacógrafo digital. • Las respuestas A y C son correctas.","q_3a8649e2","¿Cuál de estas afirmaciones es correcta?","El accidente ""in itinere"" es el ocurrido en los desplazamientos de ida y vuelta al domicilio del trabajador.","1"
"8","¿Qué se puede decir de la marca?","Permite diferenciar los servicios respecto a los competidores.","q_cfa96552","¿Qué puede decirse de la ""marca""?","Representa fundamentalmente una promesa de insatisfacción para los consumidores.","0.8333"
"17","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte que existe obligación de llevar a bordo del vehículo?","El conductor.","q_fa3e9e7a","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte y que existe obligación de llevar a bordo del vehículo?","El empresario.","0.9919"
"22","¿En qué consiste la conducción preventiva?","En ser consciente de los riesgos y anticiparse a posibles situaciones de peligro.","q_c491bdcb","¿En qué consiste una conducción preventiva?","El aprendizaje necesario hasta obtener el carné de conducir.","0.9512"
"49","¿Qué se conoce como empatía en un profesional de una empresa de transporte?","La voluntad de comprender y satisfacer las necesidades del cliente.","q_d9fad63e","¿Qué se conoce como empatía en un profesional de una empresa de transportes?","La demostración de la volunta","0.9865"
"50","¿Qué aspectos debe cuidar básicamente una empresa de transporte en sus instalaciones y vehículos?","Su conservación y limpieza.","q_91eac03e","¿Qué aspectos debe cuidar básicamente una empresa de transporte en sus instalaciones?","La apariencia física y la atmósfera profesional.","0.8737"
"53","En un transporte de calidad, ¿el cuidado de qué elementos tangibles es más importante?","El de los vehículos.","q_886175aa","En un transporte de calidad, ¿el cuidado de qué elementos tangibles es importante?","El material informativo y de comunicación con los clientes.","0.9518"
"64","¿Cuál es una conducta adecuada en el trato con el cliente de una empresa de transporte?","• La cortesía. • La accesibilidad. • El lenguaje claro. • Todas las respuestas anteriores son correctas.","q_a1c9ee88","¿Cuál es una idea básica en el trato con el cliente de una empresa de transporte?","La cortesía.","0.8588"
"65","¿Cuál es una infracción que puede dar lugar a la inmovilización del vehículo en los controles de carretera?","• Falta de autorización de transporte. • Manipulación del limitador de velocidad. • Manipulación del tacógrafo. • Todas las respuestas anteriores son correctas.","q_e61828ca","¿Cuál es una infracción que puede dar lugar a la inmovilización del vehículo en los controles de carretera?","Falta de tarjeta de transporte.","1"
"73","¿En qué se fundamenta la conducción preventiva?","• En pensar de forma desconfiada al acercarse a una intersección. • En estar preparado para reaccionar en menos tiempo. • En controlar el espacio. • Todas las respuestas anteriores son correctas.","q_794b102f","¿En qué se fundamenta la conducción preventiva?","Todas las respuestas anteriores son verdaderas.","1"
"98","¿Qué parte de un autobús es imprescindible que esté en buenas condiciones al ser inspeccionado?","• Los dispositivos de señalización de paradas o aviso al conductor. • El cierre seguro de las puertas. • Los escalones de entrada. • Todas las respuestas son correctas.","q_34cd8c5c","¿Qué parte de un autobús no es imprescindible que esté en buenas condiciones al ser inspeccionado?","Las mesitas para comer en el pasillo central.","0.9688"
"123","Para controlar el espacio con el vehículo de delante, es necesario:","dejar una distancia de, al menos, 2 o 3 segundos, que dé tiempo para reaccionar.","q_2cd94761","Para controlar el espacio con el vehículo de delante es necesario:","acercarse lo suficiente como para aprovecharnos del rebufo y así hacer una conducción económica.","1"
"125","¿En qué se fundamenta la conducción preventiva?","En hacer consciente al conductor de los riesgos.","q_794b102f","¿En qué se fundamenta la conducción preventiva?","Todas las respuestas anteriores son verdaderas.","1"
"126","¿Qué hay que hacer al tratar con un cliente enojado?","• Ver más allá de las formas provocadas por el enojo. • No ponerse a la defensiva y mantener la calma. • Intentar calmar el enojo. • Todas las respuestas son correctas.","q_7d087b8a","¿Qué hay que hacer al tratar con un cliente enojado?","Ver más allá de las formas provocadas por el enojo.","1"
"131","De las siguientes opciones, ¿cuál no puede considerarse que sea una función del conductor de autobús?","Decidir el itinerario y el número de viajeros a transportar.","q_38ab2260","De las siguientes opciones, ¿cuál no puede considerarse que sea una función del conductor de autobús?","Supervisar el acceso de los pasajeros al vehículo.","1"
"140","Entre las comprobaciones en el interior del vehículo está:","el buen estado de los escalones de entrada.","q_b7cd6ae5","Entre las comprobaciones en el interior del vehículo está:","que el compartimento de equipajes está despejado.","1"
"156","¿Dónde se colocará el distintivo de imagen corporativa que deben llevar los autobuses adscritos a líneas de titularidad estatal?","• En cada una de las puertas delanteras. • En la ventanilla posterior de cada uno de los laterales. • Bajo la luna trasera. • Todas las respuestas son correctas.","q_d0f6d985","¿Dónde se colocará el distintivo de imagen corporativa que deben llevar los autobuses adscritos a líneas de titularidad estatal?","En cada una de las puertas delanteras.","1"
"157","¿En qué parte del autobús aparecerá la expresión «Operado por:» y la identificación de la empresa que presta el servicio acompañando al distintivo de imagen corporativa de las líneas de titularidad estatal?","Bajo la luna trasera.","q_20c51f87","¿En qué parte del autobús aparecerá la expresión «Operado por:» y la identificación de la empresa que presta el servicio acompañando al distintivo de imagen corporativa de las líneas de titularidad estatal?","En las puertas delanteras.","1"
"192","Señale la afirmación correcta:","En las pequeñas empresas es más frecuente que en las grandes que el conductor deba realizar otras funciones diferentes.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
